domain,degree,betweenness,closeness,eigenvector,pagerank,community
breakingnews.ie,1044.0,8193.493610190824,0.396589259796807,0.03210165334694274,2.067272583240101,108
sott.net,106.0,7749.107380044695,0.3330286410725168,0.006013853188223809,1.1293566106145068,1132
mercurynews.com,371.0,7672.151590503687,0.4036189069423929,0.012299583389438935,1.1169367050822534,213
news.theage.com.au,1429.0,7275.347189278808,0.40317226115824417,0.05752941158256412,4.363030369219167,45
iol.co.za,309.0,7010.679740733333,0.3637271214642263,0.015699522280862136,1.2471315083077006,73
wftv.com,261.0,6665.845584459449,0.3677658142664872,0.01097380438761752,0.9875532032488503,539
timesdaily.com,5410.0,6512.317761096331,0.42135697764070934,0.1673489293379688,7.961318351568708,527
ca.rd.yahoo.com,1123.0,6416.219206147781,0.4121417797888386,0.040872596885452576,3.224164325070831,45
media.idahostatesman.com,3796.0,6367.751521428998,0.42054636398614853,0.11855857773136426,5.762276050965036,527
tdn.com,3723.0,6297.863369962314,0.424795958025651,0.11592718673612118,6.088540005310416,213
huffingtonpost.com,6904.0,6160.619089626872,0.4340746624305004,0.21460453773868313,10.213691890810596,527
clickondetroit.com,226.0,6061.355036059467,0.3582431989511636,0.010183302192119376,1.0397100237078716,539
webmonkey.wired.com,97.0,5945.5,0.3589490968801314,0.0060753330253499735,0.8062133512716644,45
wired.com,97.0,5945.5,0.3589490968801314,0.0060753330253499735,0.8062133512716644,45
thevelvethottub.com,76.0,5830.35249060886,0.2948475856487726,0.005413530775277957,1.2375436147873906,45
eden.yourguide.com.au,275.0,5739.166666666748,0.28338086595799844,0.01924666871446441,1.4948252262343262,633
merimbula.yourguide.com.au,275.0,5739.166666666748,0.28338086595799844,0.01924666871446441,1.4948252262343262,633
narromine.yourguide.com.au,200.0,5722.666666666745,0.28323399844519304,0.014520179208648802,1.1284434634312148,633
casperstartribune.net,2714.0,5687.098396771492,0.4087509349289454,0.08492404479790971,4.24706267504006,213
hinduonnet.com,820.0,5647.594269009872,0.36604152712659077,0.04613759192794165,3.847845902534066,45
thehindu.com,837.0,5552.163669445588,0.36579651941097724,0.04705440282198284,3.927526833899031,45
palluxo.com,163.0,5536.8471757896505,0.36850977747808494,0.008047136606997593,1.0894977418521252,45
medicalnewstoday.com,65.0,5444.499999999999,0.2517273146015661,0.015004940027580403,1.5988976984381942,45
reuters.com,1095.0,5425.306126337314,0.39731006906579425,0.043180610627938334,3.888150999510461,45
images.salon.com,6391.0,5364.1028275956305,0.43338620142743856,0.19826633850852624,9.218382193674795,527
columbiamissourian.com,2055.0,5139.32085601083,0.41861355802374567,0.06416621199501073,3.480437190955466,527
woodtv.com,103.0,4950.919797278792,0.36604152712659077,0.003764472756458877,0.6977719115673714,671
tucsoncitizen.com,817.0,4926.315461425431,0.40272660280029476,0.02579674554880657,1.7772703049194012,213
postchronicle.com,566.0,4869.253048091325,0.38800141995030174,0.023345087568611374,2.331043977769657,45
news.brisbanetimes.com.au,1480.0,4776.429617653832,0.3904966059306895,0.05964831617783363,4.502527968431047,45
newsobserver.com,2288.0,4700.682757288259,0.41307634164777024,0.07131503458060934,3.9530034178222033,527
sports.espn.go.com,255.0,4610.902962495804,0.36826145552560646,0.008558130299899346,0.6753963295653325,527
ctv.ca,707.0,4592.618557427154,0.3986141502552881,0.022655690802953002,1.6461114015555032,213
blueridgenow.com,949.0,4458.197606624348,0.40228192859771805,0.02939414950201938,1.9004514187737556,1126
gatesofvienna.blogspot.com,63.0,4430.131089232318,0.30210060807075734,0.004059547040741716,1.1118541018607984,45
forum.prisonplanet.com,309.0,4376.482661847287,0.3789875173370319,0.010403153053538157,1.1316332158904294,213
emediawire.com,30.0,4360.0,0.26881455976389573,0.008203443805630895,1.2202553429918068,36
forum.dvdtalk.com,41.0,4359.0,0.2738661989476322,0.00591242544927499,1.0332110008921334,727
capetimes.co.za,284.0,4356.0,0.2675642594859241,0.01731136025412841,1.4098788636684887,73
feedproxy.google.com,46.0,4356.0,0.1740723045070871,0.015399763865559643,1.3109283594019019,865
clkurl.com,3527.0,4350.714539405209,0.4211946050096339,0.10976840806574083,5.513742694157472,527
usatoday.com,1116.0,4330.769040863281,0.4126085315213288,0.035232888893914384,2.258619186806208,527
timesofindia.indiatimes.com,455.0,4322.9773482366745,0.3811018131101813,0.021679136577580603,1.8607142098869962,45
nbcchicago.com,224.0,4254.834665027539,0.36640965471002346,0.0071662132065959516,1.100096863408903,213
ajc.com,3689.0,4251.98569416498,0.4223338485316847,0.11450841702635432,5.442733231410788,527
wcfcourier.com,2407.0,4243.680901225319,0.4159056316590563,0.07480958450848586,4.109964575321531,213
southcoasttoday.com,494.0,4186.103581023043,0.3656741385078622,0.01594095356781684,1.440176011903126,213
carrollcounty.com,522.0,4113.605591727283,0.3763774104683196,0.016827410364565948,1.2709190894785536,213
www2.journalnow.com,1379.0,4052.362912625191,0.4078358208955224,0.043226014259884135,2.7552814444267253,213
phillyburbs.com,4841.0,4035.907664160287,0.4296383647798742,0.15030978548757817,7.023182182371465,527
miamiherald.com,1439.0,4019.1585234934632,0.4069247952345495,0.04530334171439903,2.5629324325441183,527
topnews.in,393.0,3801.1470024260857,0.3734198838401093,0.02003997842186265,1.7970803285536234,45
msnbc.msn.com,544.0,3732.1730664587126,0.3954413892908828,0.01775003043931575,1.3790905301185639,213
prnewswire.com,484.0,3526.757387647227,0.3575400719659797,0.039004765246868765,2.9671888504408517,36
idahostatesman.com,3482.0,3478.6130205314653,0.41527355623100304,0.10807441443125747,5.137511277855511,527
chippewa.com,3310.0,3470.4462886195392,0.4215194755109911,0.10299103309335218,5.25013606451444,213
theday.com,700.0,3459.873597642475,0.3986141502552881,0.022061520578555528,1.5788504130709367,213
cbc.ca,168.0,3441.5109012165394,0.3534928848641656,0.006167089726512692,0.8772158831079421,45
bismarcktribune.com,2095.0,3422.931155602263,0.4089038533482978,0.06477201443170079,3.357182297977061,213
telegraph.co.uk,470.0,3419.902694662843,0.3885531461073587,0.01548117571067763,1.1102858058544356,108
911blogger.com,147.0,3351.5459582737153,0.26286676286676286,0.015682898739129758,1.7431666190829873,1132
townhall.com,323.0,3308.7475937950976,0.36084516342027073,0.010130971806398246,0.9011160071780141,527
feeds.vnunet.com,49.0,3272.0,0.3072814169243745,0.009924056842742056,1.314991296350193,10
13wham.com,37.0,3270.0,0.23485174043833262,0.0034889079162544545,0.592052513437624,45
medilexicon.com,31.0,3269.999999999999,0.20136330140014738,0.01137196138586271,1.0960066873763112,45
ajax-blog.com,32.0,3258.0,0.21031364248604964,0.008720872962419867,0.8657267654026045,865
techcrunch.com,31.0,3258.0,0.21031364248604964,0.00842820410235594,0.8401053173576459,865
newsday.com,338.0,3223.613719886892,0.37138973836221545,0.010593014182495123,1.0309726839144935,527
dcemu.co.uk,90.0,3177.250000000028,0.2700765999505807,0.00998984210392735,1.3612424903748666,36
nwitimes.com,997.0,3170.2019478675606,0.3891064435742257,0.031021789707977643,1.9421982278374181,213
kold.com,416.0,3134.3695329261777,0.3696313831586067,0.012770958668458256,1.2474888846059409,166
freep.com,1086.0,3050.5712129811764,0.4061687105165366,0.034392874807760695,2.1368039956182487,213
uruknet.info,111.0,3036.1635547505366,0.3289196509178453,0.010440643007198795,1.0330793762754222,1132
contactmusic.com,53.0,2998.703213026021,0.3177325581395349,0.0029876403701981405,0.5278634302350309,45
kentucky.com,2967.0,2943.7252366174407,0.4107478391582112,0.09166975503132949,4.37471858670047,527
premium.cnn.com,1088.0,2913.805203516505,0.35292218275750725,0.03777352024276752,2.2911241937862736,200
thewbalchannel.com,118.0,2817.1154679182723,0.33313014324900947,0.004054280246050768,0.5219649781863264,527
feeds.gawker.com,95.0,2814.416666666685,0.2700098814229249,0.010592500653929086,1.3445437525566828,36
ottsun.canoe.ca,102.0,2726.499999999999,0.2488049169132711,0.0157693606802493,1.6494178854804455,570
news24.com,276.0,2714.175851880252,0.3934485241180706,0.011011771312918769,0.9531641462891188,45
businessweek.com,636.0,2658.0794515338685,0.38540197461212977,0.021717946992325075,1.449908172194917,45
phones.consumerelectronicsnet.com,111.0,2650.732553553208,0.3563743071405282,0.008976702599758466,0.9310696395099707,36
thedenverchannel.com,232.0,2647.3995554171156,0.33445532435740516,0.01006740911423794,0.9554919360968458,539
feeds.sfgate.com,1012.0,2625.9761369713715,0.3958710612097066,0.031401715447506355,1.6863262865704831,527
rss.nouvelobs.com,304.0,2593.8333333333467,0.2970108695652174,0.03405086349336104,2.2004696308052933,1130
eweek.com,50.0,2522.239421395832,0.2758707723372034,0.005061414007721107,1.104474562755314,36
cbsnews.com,1488.0,2495.531573741675,0.39745454545454545,0.04634654530908289,2.4870407674936703,527
sportinglife.com,652.0,2406.0522531261217,0.33912503878374184,0.019770262084980623,1.5788887828440559,108
sacbee.com,3472.0,2378.713030490862,0.4163809523809524,0.10791294808762728,5.220397202846965,527
wcbstv.com,180.0,2366.2024815034483,0.3619205298013245,0.005607616442056499,0.820022926830274,213
fr.biz.yahoo.com,114.0,2333.333333333313,0.29709160097852677,0.011780101386213934,1.1207147458394802,1130
feeds.pcworld.com,147.0,2285.92517113194,0.3474253019707565,0.006054103563452975,1.1192118782372367,85
pressebox.de,159.0,2279.793004416969,0.33384239462431275,0.013050169861340484,1.0665561020891698,36
cnn.com,1116.0,2260.039940994756,0.3530361757105943,0.038778954036535494,2.352757245171853,200
rp-online.de,183.0,2254.2746045198,0.2742785445420326,0.016848412934008218,1.5898999278576034,36
ksby.com,449.0,2232.374410995812,0.3710115410726409,0.01379180953159852,1.185014624253942,166
kwqc.com,411.0,2232.374410995812,0.3710115410726409,0.01263077645901891,1.068784758730424,166
alertnet.org,184.0,2216.7924101403332,0.35189954925949773,0.007347748569042364,0.9461153331068101,45
news.scotsman.com,375.0,2192.5078850542604,0.3493128795142218,0.01176674446084943,0.9875693535458377,108
myfoxatlanta.com,228.0,2191.296419639888,0.3575400719659797,0.007029881037310765,0.6941312473980676,527
pe.com,1194.0,2187.418492383465,0.38270308123249297,0.0368336169250296,1.9928045326651058,527
stltoday.com,71.0,2183.513591660797,0.32481426448737,0.0021842617029783767,0.5166907421249671,527
kbsd6.com,102.0,2183.4500000000007,0.27476118652589243,0.0031071754375017876,0.7647788286387192,166
diepresse.com,22.0,2183.0,0.2587594696969697,0.002685052390983113,0.82789322301338,36
mmnews.de,146.0,2182.3,0.2739348370927318,0.013556633892779401,1.1765446010512348,36
mickeynews.com,93.0,2182.2724717883443,0.31408045977011495,0.0029078064442428185,0.6595641554713554,213
etonline.com,66.0,2182.0,0.19035179380006967,0.012556051493123175,1.0140160685085935,45
lacrossetribune.com,53.0,2182.0,0.2963665943600868,0.0016738118816740943,0.5506468936724671,1126
news.softpedia.com,25.0,2182.0,0.2692118226600985,0.0025142369581196877,0.6099334852108504,36
timesdispatch.com,25.0,2182.0,0.29053694843168526,0.004813344701397199,0.7528208301520408,587
niagarafallsreview.ca,74.0,2181.9999999999995,0.24874829312699134,0.011511082480835431,1.2386630541168195,570
counton2.com,55.0,2181.9999999999995,0.26160842508377213,0.0019135661111407997,0.5109889624735924,200
elections.foxnews.com,116.0,2151.1692029995206,0.3369297163995068,0.004238736576567506,0.7053238247123591,45
indianexpress.com,288.0,2145.6435958959946,0.3420970266040689,0.016006425682168774,1.5290531488093606,45
financial.de,465.0,2106.967042170015,0.3074542897327707,0.04223791265593569,2.919017294622449,36
brandonsun.com,527.0,2080.179427370141,0.38377808988764045,0.018371187675327673,1.4922508975144317,45
marketwire.com,532.0,2044.1990168961352,0.3474253019707565,0.04675687680543922,3.0966610752187456,36
news.ninemsn.com.au,653.0,2022.9956291287224,0.3825691284564228,0.026456704837265668,2.0201590608980284,45
sfgate.com,759.0,1943.1880044973645,0.38513037350246654,0.02361702593079356,1.4286868086279996,527
rssfeeds.usatoday.com,564.0,1935.171879705818,0.39486994219653176,0.01769092999283423,1.2642008224334589,527
themoneytimes.com,434.0,1876.6202627475118,0.3281296907835485,0.024422386244781154,2.0778144039855144,45
rutlandherald.com,923.0,1866.413064802556,0.3986141502552881,0.028987149790566696,1.921203115197787,213
sportsillustrated.cnn.com,377.0,1850.7789915395988,0.3466539803361878,0.011834072854172588,1.0097695144294405,213
bbc.co.uk,120.0,1847.9934481770606,0.3577741407528642,0.004003023891374447,0.7333723891994891,108
news.sympatico.msn.cbc.ca,633.0,1835.509768513534,0.38377808988764045,0.020532151644531874,1.4289748133901456,45
wavy.com,183.0,1825.2022265002881,0.33201701093560143,0.00626677175397302,1.064091732783746,671
newsvine.com,4307.0,1804.9772853840198,0.41245283018867923,0.1338038017552942,6.238060812230925,527
statesman.com,3779.0,1796.4450649699559,0.41090225563909777,0.11709967004063702,5.418663253420913,527
ecoearth.info,110.0,1788.8373939822409,0.34263322884012537,0.0049193189557603795,1.0087695591317254,302
topics.cnn.com,1056.0,1761.5519255921943,0.35258064516129034,0.03666433460884029,2.1804552179993295,200
theaustralian.news.com.au,722.0,1752.0631072084611,0.36950642325895877,0.030506715407338403,2.485468783359794,45
mg.co.za,176.0,1750.3547839775945,0.3564905414220483,0.007480399799261474,0.6750004146418873,45
timesoftheinternet.com,1068.0,1744.8517077821534,0.3817673768774013,0.04227704798214488,3.162961807491134,45
ksl.com,2057.0,1740.6599262876666,0.39731006906579425,0.06350902271702581,3.1161695082067853,527
abc3340.com,1868.0,1730.713891963808,0.4048148148148148,0.058007248254208145,2.8930240437611614,527
news1130.com,696.0,1723.198524130045,0.40228192859771805,0.023055534903380852,1.572677543733496,45
herald-zeitung.com,2108.0,1681.9952169028963,0.38635560268646163,0.06497376746776488,3.2295289492365495,527
washingtontimes.com,826.0,1663.578304700365,0.39529837251356237,0.02597927076216378,1.469202614033586,527
wlox.com,312.0,1651.7653102204004,0.36875843454790824,0.009586799154823262,0.8161354140184822,166
dnaindia.com,340.0,1651.1976754877217,0.34976,0.01891954228099042,1.6579593530210734,45
theledger.com,271.0,1636.565116177568,0.34920127795527156,0.008920123411932901,0.9134538112168117,213
pantagraph.com,935.0,1609.9128697309045,0.39702143116600075,0.028979803098631424,1.604733140861241,527
origin.theaustralian.news.com.au,630.0,1603.292698435296,0.36925675675675673,0.026625629437027173,2.163525401052975,45
football.co.uk,369.0,1585.5555791782865,0.33620424484773914,0.011569126029162297,1.2449394730795043,108
iafrica.com,135.0,1575.8743043001612,0.3667785234899329,0.00578533936302695,0.652212127976102,45
seattlepi.com,3005.0,1572.3383830545083,0.4078358208955224,0.09328047537462462,4.422214925696708,527
bellinghamherald.com,3401.0,1556.443301618105,0.4112114371708051,0.1051474333558909,4.8236656653104095,527
seattletimes.nwsource.com,542.0,1526.465934948653,0.3772868484639282,0.017022699989977803,1.180154035801127,213
dynamic.cnn.com,849.0,1519.7329995110108,0.3390198511166253,0.029493392557719378,1.83587327466192,200
news.bbc.co.uk,203.0,1506.250102845728,0.3803061934585943,0.0067675733528261405,0.8695562368409084,108
cbs3.com,573.0,1453.5040951814483,0.3711375212224109,0.01786006718389538,1.3355548237137607,213
uk.reuters.com,603.0,1414.0950984475976,0.392882818116463,0.02332049523801003,1.9735106916807745,45
feeds.nbcconnecticut.com,74.0,1409.3613591447013,0.33975753807895553,0.0023628465921794396,0.5226450013089393,213
herald.ie,33.0,1388.8277531067681,0.30866986726913304,0.0013338683719968255,0.33834974043948124,108
wbt.com,2823.0,1380.4315802192007,0.4143290371493556,0.08768942433867473,4.104915141793862,527
theleafchronicle.com,153.0,1376.933886479976,0.3484220592923175,0.005232359050412606,0.5835363635007319,213
thetimesonline.com,1101.0,1373.91800902305,0.3996343692870201,0.03432486530224369,1.9764606021610882,213
tolerance.ca,119.0,1343.0833333333335,0.2968495382944052,0.012377102837466198,1.1437857863270235,1130
bloomberg.com,79.0,1325.1747660286205,0.31847319347319347,0.004644504910684398,0.8378907224525275,45
images.forbes.com,2253.0,1321.747602510956,0.4129202871174915,0.06989951283412417,3.4520249723012526,527
local6.com,204.0,1318.9347164966227,0.31884480746791133,0.00957163456684363,1.0537300071139637,539
walesonline.co.uk,1046.0,1255.1954730485159,0.38499471644945404,0.032187634247218926,1.6990184810044364,108
physorg.com,157.0,1249.1767202587653,0.3820342537574275,0.007210143813442644,0.665238486777215,45
daytondailynews.com,2031.0,1235.9476455843935,0.40496480177843647,0.06290924791030707,3.0852604149507488,527
heraldonline.com,2625.0,1230.616668863769,0.40753169276659207,0.08108959038100383,3.809989929833873,527
media.adn.com,2265.0,1206.0506826802489,0.40198602427363,0.070295700175686,3.3250828975849474,527
latimes.com,527.0,1202.0316149523887,0.37990962808481055,0.016533655621778675,1.1298514036026184,527
hindustantimes.com,292.0,1199.8399731038871,0.30702247191011234,0.016335420963851384,1.4954320840419526,45
ketv.com,106.0,1172.9678769055245,0.2762891809908999,0.00530683017644904,0.8523494134926768,539
odt.co.nz,283.0,1170.6366974820758,0.37482853223593965,0.009037948047665674,0.6854245297735653,527
thesun.co.uk,90.0,1169.5873928624235,0.32568533969010727,0.0039045304880718002,0.47671662493485245,108
foxbusiness.com,90.0,1161.249069151334,0.2868766404199475,0.0079797795974956,0.867267752327406,36
cbs5.com,422.0,1159.0322163861888,0.3621603711066932,0.013127096924117216,0.9743614798677195,213
economictimes.indiatimes.com,189.0,1125.112520128857,0.37650706166035136,0.008116228577886617,0.866061486603329,45
newswise.com,149.0,1122.6363803410136,0.3393356100589879,0.011386105777936136,1.1882407272405326,45
feeds.reuters.com,384.0,1121.9296439599016,0.3785936958780741,0.014891877394367805,1.3908164364072084,45
chicagotribune.com,755.0,1117.3099985912477,0.3808362369337979,0.02333406883395779,1.3463489045352315,527
dailyrecord.co.uk,88.0,1112.3787081705407,0.3241399762752076,0.0027153247993072604,0.4368505121184876,108
news.xinhuanet.com,23.0,1108.9268104912635,0.2857516339869281,0.0012242167348378995,0.5377632217629338,45
siliconindia.com,265.0,1105.1198370451539,0.30210060807075734,0.015070193711165351,1.345505235696972,45
esciencenews.com,142.0,1098.0390085292177,0.3400746733042937,0.010582054525457442,1.1006327416206825,45
thechronicleherald.ca,91.0,1096.5499380396973,0.32714756061059563,0.0028491801105740163,0.5779943129487127,213
finanznachrichten.de,462.0,1093.98321444486,0.3071087384096656,0.04206125861517596,2.745091043292285,36
eatsleepsport.com,37.0,1092.3643578643578,0.2651625424551189,0.0010960616639723762,0.3676340175355957,108
king5.com,334.0,1092.0,0.35730630925138934,0.010298610441812048,0.7082598756800524,527
thenewsstar.com,60.0,1092.0,0.3195906432748538,0.001867877840901263,0.5101090186097496,45
ca.us.biz.yahoo.com,18.0,1092.0,0.2666504025372042,0.0016467667099659441,0.47132896132212954,36
timesonline.co.uk,17.0,1092.0,0.3182877111240536,0.0005514808286034705,0.39149088227349044,108
medicineworld.org,28.0,1091.9999999999998,0.1677152063833052,0.011180921072237957,1.1465012648977184,45
idw-online.de,20.0,1091.9999999999998,0.25120661916800735,0.003879768489815055,0.749828585978298,45
gossipthug.com,21.0,1091.9999999999998,0.22789824854045038,0.0018848671938464488,0.7620249901743721,45
allvoices.com,40.0,1091.9999999999995,0.29709160097852677,0.001187571132434198,0.3892563932875139,1126
gulflive.com,1709.0,1089.2353821073539,0.4037680088659032,0.05315493816138563,2.645953550105731,527
theolympian.com,147.0,1079.18496022958,0.32366005330174713,0.005593204218694475,0.6965781119029621,213
cnsnews.com,124.0,1077.5068907230261,0.36950642325895877,0.0039098532178536045,0.42087677082556085,527
mirror.co.uk,1515.0,1074.9019729898926,0.36036927134849983,0.04599011894845089,2.445292886699881,108
news.yahoo.com,884.0,1063.0552951931306,0.3918967371817856,0.02766634427480352,1.5018722926173727,527
adn.com,1307.0,1039.7732465485956,0.39803350327749454,0.04073511931177935,2.0648109910628354,527
sunjournal.com,545.0,996.021882089653,0.3583606557377049,0.01724030602680907,1.287310970776264,213
i.gizmodo.com,82.0,995.2500000000132,0.2699431958508274,0.008911020160821332,1.0721282418276725,36
liverpooldailypost.co.uk,1292.0,990.3916071008343,0.35099550417469494,0.03849186031156532,1.9456453887250067,108
independent.co.uk,593.0,988.6849259896933,0.3860826563051925,0.019049475046668277,1.2484196502401517,108
cgi.cnn.com,769.0,987.5496318162607,0.33445532435740516,0.026631504681005128,1.6197854007079555,200
fox23news.com,65.0,973.4208034910292,0.2543635094251804,0.005084818859027655,0.9729544471796977,45
thehour.com,548.0,955.1898375762197,0.38966131907308377,0.01704182634866171,1.082500332252436,213
financialpost.com,84.0,951.6536180358642,0.34028642590286423,0.004114419016280592,0.6053785784466306,45
euractiv.com,240.0,950.4316239147694,0.37164229853791225,0.009307881088794642,1.09948372845917,45
siouxcityjournal.com,903.0,938.4547843350928,0.39875957679678947,0.028057278186741988,1.5774999435069976,213
celebrityspotlight.co.uk,84.0,934.7783078704298,0.31754793724578734,0.005736581233320016,0.7155364796873132,36
pressemitteilung.ws,62.0,891.0967391923018,0.2617337164750958,0.005612025763949661,0.7281318528824333,36
napavalleyregister.com,1619.0,864.6435472410213,0.40722801788375557,0.0504629021731966,2.5971276269756562,213
teamtalk.com,504.0,851.8980645584332,0.33011174871639987,0.015223218703214709,1.1472125225665586,108
abc2news.com,58.0,827.9001769247386,0.2543043275942299,0.004609576561400775,0.8869615848967562,45
leftword.blogdig.net,32.0,817.70334516853,0.2504582951420715,0.002668160182220703,0.8278184807232535,1132
jg-tc.com,2251.0,813.5018754490969,0.40198602427363,0.06977114863762164,3.2756562735969332,527
in.reuters.com,372.0,808.4099801832207,0.3840477863668306,0.015459067331840373,1.3990532194585579,45
chesterchronicle.co.uk,1567.0,799.5142880828566,0.35800851621356045,0.046868424062663575,2.3278393187616406,108
dailyherald.com,1340.0,799.0107196211709,0.4069247952345495,0.04164555964731339,2.110063968829943,527
dailypost.co.uk,1752.0,790.7727667700801,0.3582431989511636,0.05244144698105249,2.5795813411799706,108
cbs4.com,129.0,779.5149098538132,0.37138973836221545,0.004031346525972706,0.46041279027947823,213
journalstar.com,1457.0,745.5697663513553,0.3882770870337478,0.045068732336359066,2.397772906623857,213
climateark.org,83.0,737.6934975514788,0.32882069795427193,0.003830615712938306,0.8576642368052441,302
citizen.co.za,180.0,723.8640132318191,0.3729102695325827,0.0060596374255523075,0.4538521691364248,527
kdka.com,198.0,721.4897396328952,0.3464342313787639,0.0061421994217804214,0.8138599867596747,213
chronicle.augusta.com,314.0,714.6088860178829,0.3720217835262083,0.009869730966557676,0.8289247472261152,213
icliverpool.icnetwork.co.uk,1233.0,700.9497411542209,0.35695623775310253,0.036966334001131876,1.8526841382755526,108
news.sympatico.msn.ctv.ca,199.0,697.1820236234214,0.37767795438838975,0.006433591760206661,0.6050029174401858,45
thenorthernecho.co.uk,215.0,692.839147917939,0.33476263399693723,0.0065339286581952045,0.6234575398166408,108
facilities.broadcastnewsroom.com,60.0,688.9148601778743,0.28083247687564233,0.005316315870129427,0.5651666674274715,36
localnews8.com,123.0,663.8310463599863,0.3272455089820359,0.0037577211022610433,0.5213241821647785,166
mywesttexas.com,1786.0,663.219933587276,0.4093632958801498,0.055470013462672496,2.737289932943499,213
thisisthenortheast.co.uk,202.0,662.8294386267123,0.33404645476772615,0.006145480819916803,0.6038272857128235,108
californiachronicle.com,35.0,652.9176023744907,0.33599754073163235,0.0017266865337696757,0.3104820000057028,36
hindu.com,211.0,648.4519683332721,0.33651477832512317,0.012005298369121708,1.0821100015607934,45
iklangadget.com,67.0,633.0833333333358,0.26987654320987653,0.007255293918385404,0.8837748902674765,36
mlbtr.blogs.sportsline.com,307.0,625.7340766522225,0.3869026548672566,0.009609855107039674,0.6882532499204693,527
au.rd.yahoo.com,446.0,620.522358093522,0.3429557577659241,0.01842277957105858,1.553996862096587,45
breakingnews.nypost.com,591.0,615.9199556720483,0.39217796914244707,0.018841879594227152,1.0325507191764034,527
tri-cityherald.com,610.0,615.1678924102871,0.38731396172927,0.01910099399420788,1.2111285490564159,213
abc.net.au,341.0,611.3300481642322,0.3862190812720848,0.013438562221479386,1.1436476240108715,45
ledger-enquirer.com,1926.0,610.1508491087216,0.4005130084279956,0.05956356384485919,2.779015588449434,527
chron.com,1085.0,593.1985378283115,0.40228192859771805,0.03381052163850313,1.7214030450473814,527
columbian.com,2004.0,592.8215206602844,0.4012481644640235,0.061976420948389725,2.934420539349295,527
wigantoday.net,373.0,590.6057802370552,0.3462147608489072,0.011239314399818116,0.7788139915730427,108
foxnews.com,712.0,587.193903205014,0.39231873653984206,0.022184417211299885,1.2439031707455108,213
themorningsun.com,254.0,583.5640658519856,0.364211929356881,0.007984981265421987,0.7503728553805578,671
